flowering_season,plant_id,notes,origin,description,flowering,spacing,growth_rate,native,nickname,height,hebrew_name,latin_name,image_url,evergreen,duplicate_of,plant_type,water,climate_zones,resistance,duplicate_status,foliage,flower_color,uniqueness,light,letter,family,coastal,care,id,created_date,updated_date,created_by_id,created_by,is_sample
,1929,,,,,,,לא,,,רודבקיה שעירה בינוני 'קורדובה',Rudbeckia hirta 'Cordoba',,,,רב-שנתיים עשבוניים,,,,,,,,,ר,משפחת המורכבים - Asteraceae,,,69a3fd2c24989b1fd2b51726,2026-03-01T08:47:40.805000,2026-03-01T08:47:40.805000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,1928,,,,,,,לא,,30-35 ס'מ,רודבקיה שעירה ננסית 'סונורה',Rudbeckia hirta 'Sonora',https://www.meltser.co.il/pics/plant-3662-1.jpg,,,רב-שנתיים עשבוניים,,,,,,צהוב מרכז מהגוני,,,ר,משפחת המורכבים - Asteraceae,,,69a3fd2b523acca689c26fd2,2026-03-01T08:47:39.986000,2026-03-01T08:47:39.986000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
באביב ובקיץ,2248,לב הפרח קמור כהה או ירוק בהיר (לפי הזן) יוצר ספיח,צפון אפריקה,רב- שנתי עשבוני,,"30 ס""מ",בינוני,לא,,"100-30 ס""מ לפי הזנים",רודבקיה שעירה זנים שונים,Rudbeckia hirta,https://www.meltser.co.il/pics/plant-3947-1.jpg,רב-שנתי המשמש כעונתי,,רב-שנתיים עשבוניים,בינונית,כל אזורי הארץ,עמיד לחום,,"ביצנית, ירוקה,שעירה","מרכז כהה מסביב גוני צהוב, זהוב וכתום",פריחה מרהיבה,קרינת שמש ישירה,ר,משפחת המורכבים - Asteraceae,,הסרת פרחים נבולים תאריך את משך הפריחה,69a3fd2bac3eeab13e594c8c,2026-03-01T08:47:39.270000,2026-03-01T08:47:39.270000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
באביב ובקיץ,2245,לב הפרח קמור ירוק בהיר יוצר ספיח,מרכז אמריקה,רב- שנתי עשבוני,,"30 ס""מ",,לא,רודבקיה מרכז ירוק,"80-60 ס""מ",רודבקיה שעירה 'אייריש עייס',Rudbeckia hirta 'Irish Eyes',https://www.meltser.co.il/pics/plant-3031-1.jpg,,,רב-שנתיים עשבוניים,מועטה-בינונית,,עמיד לחום,,שעירה,עלי כותרת צהובים,פריחה מרהיבה,קרינת שמש ישירה,ר,משפחת המורכבים - Asteraceae,,הסרת פרחים נבולים תאריך את משך הפריחה,69a3fd2abacea2c3fae0e51e,2026-03-01T08:47:38.495000,2026-03-01T08:47:38.495000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
באביב,2989,יוצר ספיח,,עץ גבוה,פרפרנית באשכולות משולשים,15-20 מטר,,לא,,25 מטר,רוביניה בת-השיטה,Robinia pseudoacacia,,נשיר,,עצים,,,,,,לבן,,,ר,משפחת הפרפרניים - Papilionaceae,,,69a3fd29bc37f4adae6c6f04,2026-03-01T08:47:37.719000,2026-03-01T08:47:37.719000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,2554,צמח עמיד וחסון במיוחד בבגרותו יכול לפתח גזע עבה,"מזרח חבל הכף, נטאל ומוזמביק, מזרח טרנסוואל וסוויזלנד",שיח בינוני חצי מעוצה ומסועף,לא משמעותית,כ-1 מ',איטי,לא,,2-1.5 מ',רגלנית אפריקנית מ.ש. כסופה,Portulacaria afra,,ירוק-עד,,שיחים,"מועטה, חסכוני במים",כל אזורי הארץ פרט להר הגבוה,"עמיד ליובש, לשרב ולמליחות, רגיש לקרה",,"עגולה, בשרנית, בצבע ירוק-לבן",,,קרינת שמש ישירה או הצללה קלה מאוד,ר,משפחת הרגלתיים -,מתאים לקו חוף שני,"יש להזהר מהשקיה עודפת, מגיב מצוין לגיזום",69a3fd29b17410b5721ccfa5,2026-03-01T08:47:37.023000,2026-03-01T08:47:37.023000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,2553,צמח עמיד וחסון במיוחד בבגרותו יכול לפתח גזע עבה,"מזרח חבל הכף, נטאל ומוזמביק, מזרח טרנסוואל וסוויזלנד",שיח בינוני חצי מעוצה ומסועף,לא משמעותית,כ-1 מ',איטי,לא,,0.30 מ',רגלנית אפריקנית מ.ש. זוחלת,Portulacaria afra,https://www.meltser.co.il/pics/plant-3023-1.jpg,ירוק-עד,,שיחים,"מועטה, חסכוני במים",כל אזורי הארץ פרט להר הגבוה,"עמיד ליובש, לשרב ולמליחות, רגיש לקרה",,"עגולה, בשרנית, בצבע ירוק, ענפים אדמדמים",,,קרינת שמש ישירה או הצללה קלה מאוד,ר,משפחת הרגלתיים -,מתאים לקו חוף שני,"יש להזהר מהשקיה עודפת, מגיב מצוין לגיזום",69a3fd2840aa1a712f0838de,2026-03-01T08:47:36.306000,2026-03-01T08:47:36.306000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,1902,צמח עמיד וחסון במיוחד בבגרותו יכול לפתח גזע עבה,"מזרח חבל הכף, נטאל ומוזמביק, מזרח טרנסוואל וסוויזלנד",שיח בינוני חצי מעוצה ומסועף,לא משמעותית,כ-1 מ',איטי,לא,,2-1.5 מ',רגלנית אפריקנית מ.ש. זקופה,Portulacaria afra,https://www.meltser.co.il/pics/plant-4898-1.jpg,ירוק-עד,,שיחים,"מועטה, חסכוני במים",כל אזורי הארץ פרט להר הגבוה,"עמיד ליובש, לשרב ולמליחות, רגיש לקרה",,"עגולה, בשרנית, בצבע ירוק, ענפים אדמדמים",,,קרינת שמש ישירה או הצללה קלה מאוד,ר,משפחת הרגלתיים -,מתאים לקו חוף שני,"יש להזהר מהשקיה עודפת, מגיב מצוין לגיזום",69a3fd27cded064700764d3b,2026-03-01T08:47:35.592000,2026-03-01T08:47:35.592000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
באביב ובקיץ,1946,צמח ענף בעל ענפים רותמיים,"טרופי, מקסיקו",רב-שנתי בעל מופע קשתי,צינורית,"50 ס""מ",מהיר,לא,,1.2-0.8 מ',רוסליה שבטבטית,Russelia equisetiformis,https://www.meltser.co.il/pics/plant-5435-1.jpg,ירוק-עד,,רב-שנתיים עשבוניים,בינונית,כל אזורי הארץ,עמיד לקרה ולמליחות,,"מועטה, ביצנית-אזמלנית","אדום, צהוב-קרם",מושך צופיות,קרינת שמש ישירה,ר,משפחת הלועניתיים - Scrophulariaceae,,גיזום (הכרחי) של הצמח עד הקרקע בסוף החורף,69a3fd264fe652e61d6cc033,2026-03-01T08:47:34.875000,2026-03-01T08:47:34.875000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
באביב ובקיץ,1915,שרוע למחצה יוצר ספיח,דרום קליפורניה עד פלורידה וטקסס,"רב-שנתי משתרע, או מזדקף למחצה",בחיק העלים,"40-30 ס""מ",מהיר,לא,,"30 ס""מ",רואליה ריסנית,Ruellia ciliosa,https://www.meltser.co.il/pics/plant-4802-1.jpg,ירוק-עד,,רב-שנתיים עשבוניים,בינונית,כל אזורי הארץ פרט להר הגבוה ואזורים המועדים לקרה,,,עלים אזמלניים עם ריסים קצרים,כחול-לילך,,קרינת שמש ישירה או הצללה חלקית,ר,משפחת הקוציציים - Acanthaceae,,,69a3fd259811c21531e5ffa4,2026-03-01T08:47:33.761000,2026-03-01T08:47:33.761000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
"באביב, בקיץ ובסתיו",1911,יוצר ספיח,דרום אמריקה,בן-שיח,צינורית,"40-30 ס""מ",בינוני,לא,,"60 ס""מ",רואליה חיננית,Ruellia graecizans (amoena),https://www.meltser.co.il/pics/plant-3928-1.jpg,ירוק-עד,,בן-שיח,בינונית,כל אזורי הארץ פרט להר הגבוה ואזורים המועדים לקרה,"רגיש לקרה, לקור, ליובש ולמליחות",,עלים צרים וחלקים,אדום,,קרינת שמש ישירה,ר,משפחת הקוציציים - Acanthaceae,,,69a3fd25505573ab4a4418eb,2026-03-01T08:47:33.001000,2026-03-01T08:47:33.001000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
"באביב, בקיץ ובסתיו",1961,,מרכז סין,עונתי- חורפי,בצורת גביע פעמוני,"30 ס""מ",בינוני,לא,,"60-40 ס""מ",רימניה קיפחת (מצולעת),Rehmannia elata (angulata),https://www.meltser.co.il/pics/plant-3161-1.jpg,רב-שנתי הנראה במיטבו בחורף ובאביב,,עונתיים של חורף,בינונית,כל אזורי הארץ,רגיש לקרה,,"עלים משוננים, שעירים",ורוד,,הצללה חלקית,ר,משפחת הלועניתיים - Scrophulariaceae,,,69a3fd24b79fb0fd0813ed01,2026-03-01T08:47:32.203000,2026-03-01T08:47:32.203000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
"באביב, בקיץ ובסתיו",1912,,ברזיל,בן-שיח,,1מ',בינוני,לא,,1 מ',רואליה נאה,Ruellia elegans,https://www.meltser.co.il/pics/plant-3607-1.jpg,ירוק-עד,,בן-שיח,בינונית,כל אזורי הארץ פרט להר הגבוה ואזורים המועדים לקרה,"רגיש לקרה, ליובש ולמליחות",,ביצנית בהירה,אדום,,הצללה חלקית,ר,משפחת הקוציציים - Acanthaceae,,,69a3fd23bf808ab9e4666d67,2026-03-01T08:47:31.488000,2026-03-01T08:47:31.489000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,1962,"גבעולים מוארכים וצרים בד""כ ללא עלים כמעט יופיו של הצמח בגבעוליו הארוכים והשטוחים בצבע ירוק רענן","איי סולומון, מערב האוקיינוס השקט",שיח בעל מראה מבודר ומשתרג,לא משמעותית,כ-1.5 מ',מהיר,לא,,2-1.5 מ',רצוען (הומלוקלדיום) שטוח,Homalocladium platycladum,https://www.meltser.co.il/pics/plant-2913-1.jpg,ירוק-עד,,שיחים,בינונית-מועטה,כל אזורי הארץ,עמיד לקרה,,נשארת על הגבעולים זמן קצר מאוד,,בעל צורה פיסולית,הצללה חלקית,ר,משפחת הארכוביתים -,,ניתן לרסן את המראה הפרוע בעזרת גיזום באביב,69a3fd22774bf1beab0d6f1e,2026-03-01T08:47:30.678000,2026-03-01T08:47:30.678000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
סוף קיץ תחילת סתיו,1945,הפריחה על ענפים קצרים צדדים בקיץ,אפריקה הטרופית,שיח בינוני,,2 מ',בינוני,לא,,3-2 מ',רוטיה שיחנית,Ruttya fruticosa,https://www.meltser.co.il/pics/plant-5281-1.jpg,ירוק-עד,,,בינונית,כל אזורי הארץ פרט להר הגבוה,רגיש לקרה וליובש,,ירוקה בהירה,כתומה עם כתם בצבע אדום-חום בלוע הפרח,פריחה מעניינת,קרינת שמש ישירה או הצללה חלקית,ר,משפחת הקוציציים - Acanthaceae,,גיזום באביב כדי לעודד צימוח חדש,69a3fd21cc5e480b86fd544f,2026-03-01T08:47:29.919000,2026-03-01T08:47:29.919000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
באביב ובקיץ,2736,פרי ירוק חמוץ אשר אינו מתאים למאכל תוספת השקיה מאריכה את הפריחה,מאירן ועד ההימליה,שיח גדול בצורת גביע עם גזעים מרובים,פרח מלא,3-2 מ',בינוני,לא,,3.5-3 מ',רימון מצוי 'טויושו',Punica granatum 'Toyosho',,נשיר,,שיחים,"מועטה, חסכוני במים",כל אזורי הארץ,"עמיד לקרה, לשרב, למליחות ולגיר",,לבלוב בצבע ברונזה ההופך לירוק רענן,אפרסק,"בעל פירות אדומים, פרי קישוטי, שלכת בצבע צהוב, לבלוב מאדים",קרינת שמש ישירה,ר,משפחת הרמוניים -,מתאים לקו חוף שלישי,גיזום ענפים ותיקים בסוף החורף,69a3fd21b8d199653369fdfd,2026-03-01T08:47:29.181000,2026-03-01T08:47:29.181000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
באביב ובקיץ,1959,פרי אדום קישוטי בסתיו,אירן,שיח גדול בצורת גביע עם גזעים מרובים,,"כ-80 ס""מ",בינוני,לא,,1.5-1.2 מ',רימון מצוי 'ננסי',Punica granatum 'Nana',https://www.meltser.co.il/pics/plant-3552-1.jpg,נשיר,,שיחים,מועטה-בינונית,כל אזורי הארץ,"עמיד לקרה, לשרב, למליחות ולגיר",,"קטנה, אליפטית ומבריקה",אדום-כתום,"בעל פירות אדומים, פרי קישוטי, לבלוב מאדים",קרינת שמש ישירה או הצללה חלקית,ר,משפחת הרמוניים -,מתאים לקו חוף שלישי,יש לגזום בחורף כשהשיח בשלכת,69a3fd20884d078a477e098a,2026-03-01T08:47:28.469000,2026-03-01T08:47:28.469000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,2090,,,,,,,לא,,,רוקה/רוקט,ראה- בן-חרדל מצוי וטוריים מצויים,,,,צמחי תבלין וריח,,,,,,,,,ר,,,,69a3fd1f10c7aa085c846b09,2026-03-01T08:47:27.714000,2026-03-01T08:47:27.714000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,1950,,,תבלינים,,,,לא,,,ריבס (רוברבר) הגינה,Rheum rhaponticum,,ירוק-עד,,צמחי תבלין וריח,בינונית,,,,,,,קרינת שמש ישירה או הצללה חלקית,ר,משפחת הארכוביתים -,,,69a3fd1bf4d0135b29c2457c,2026-03-01T08:47:23.282000,2026-03-01T08:47:23.282000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
קיץ,1951,"כתבלין-העלים למאכלי עגבניות, פיצות, בשרים וסלטים כצמח בושם משמש להבדלה","זן גנני, מקסיקו",צמח תבלין שיחני בצורת גביע,,"30 ס""מ",,לא,"""ריחן לימוני""","35-30 ס""מ",ריחן אמריקני 'למונט',Ocimum americanum 'Lemonnette',,עונתי קיץ,,צמחי תבלין וריח,בינונית-מרובה,כל אזורי הארץ,,,"ירוקה בהירה בעלת טעם לימוני, משורית מעט בשוליה",לבן,"עלווה ריחנית, ניחוח לימוני",קרינת שמש ישירה או הצללה חלקית,ר,משפחת השפתניים -,,קיטומים תכופים במשך עונת הצימוח,69a3fd1a64185d6dbe2e74fc,2026-03-01T08:47:22.470000,2026-03-01T08:47:22.470000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
בקיץ ובסתיו,2781,"שימוש כתבלין - העלים למאכלי עגבניות, פיצות, בשרים וסלטים",,צמח תבלין שיחני בצורת גביע,,"100-60 ס""מ",מהיר,לא,,"100-80 ס""מ",ריחן הבזיל 'מג'יק מאונטיין',Ocimum 'Magic Mauntain',https://www.meltser.co.il/pics/plant-3308-1.jpg,רב-שנתי הנראה במיטבו באביב ובקיץ,,צמחי תבלין וריח,בינונית-מרובה,כל אזורי הארץ,"עמיד לשרב ולגיר, רגיש למליחות",,ירוקה בחלקה העליון וסגולה חלקה התחתון,"לילך, חפים סגולים נשארים זמן רב גם לאחר נשירת הפרחים","מושך דבורים, עלווה ארומטית",קרינת שמש ישירה או הצללה חלקית,ר,משפחת השפתניים -,מתאים לקו חוף שני,קיטומים תכופים במשך עונת הצימוח,69a3fd187cbe59d2462f47c4,2026-03-01T08:47:20.092000,2026-03-01T08:47:20.092000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
בקיץ ובסתיו,1958,"שימוש כתבלין - העלים למאכלי עגבניות, פיצות, בשרים וסלטים כצמח בושם משמש להבדלה",,צמח תבלין שיחני בצורת גביע,,"30 ס""מ",מהיר,לא,,"80-30 ס""מ",ריחן הבזיל (עלה ירוק גדול),Ocimum basilicum,https://www.meltser.co.il/pics/plant-3097-1.jpg,עונתי קיץ,,צמחי תבלין וריח,בינונית-מרובה,כל אזורי הארץ,"עמיד לשרב ולגיר, רגיש למליחות",,"ירוקה רעננה, מדיפה ריח חזק גם ללא מגע",ארגמן,עלווה ארומטית,קרינת שמש ישירה או הצללה חלקית,ר,משפחת השפתניים -,מתאים לקו חוף שני,קיטומים תכופים במשך עונת הצימוח,69a3fd170d81b2774ff89125,2026-03-01T08:47:19.166000,2026-03-01T08:47:19.166000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
בקיץ ובסתיו,1957,"שימוש כתבלין - העלים - למאכלי עגבניות, פיצות, בשרים וסלטים",זן גנני,צמח תבלין שיחני בצורת גביע,,"30 ס""מ",מהיר,לא,,"45-30 ס""מ",ריחן הבזיל 'דארק אופל' (עלה גדול סגול),Ocimum basilicum 'Dark Opal',https://www.meltser.co.il/pics/plant-4808-1.jpg,עונתי קיץ,,צמחי תבלין וריח,בינונית-מרובה,כל אזורי הארץ,,,"ארומטית, עלים גדולים מסולסלים בצבע סגול כהה",סגול-לילך בהיר,"עלווה צבעונית, עלווה ארומטית",קרינת שמש ישירה או הצללה חלקית,ר,משפחת השפתניים -,מתאים לקו חוף שני,קיטומים תכופים במשך עונת הצימוח,69a3fd1665504ac5ee005260,2026-03-01T08:47:18.400000,2026-03-01T08:47:18.400000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
קיץ,1955,"צמח קומפקטי-כריתי שימוש כתבלין - למאכלי עגבניות, פיצות, בשרים וסלטים כצמח בושם משמש להבדלה",זן גנני,צמח תבלין שיחני בצורת גביע,,"30 ס""מ",מהיר,לא,"""ריחן ננסי""","25-15 ס""מ",ריחן הבזיל 'מינט' (עלווה קטנה צפופה),Ocimum basilicum 'Minette',https://www.meltser.co.il/pics/plant-3112-1.jpg,עונתי קיץ,,צמחי תבלין וריח,בינונית-מרובה,כל אזורי הארץ,,,ירוקה בהירה,לבן,עלווה ארומטית,קרינת שמש ישירה או הצללה חלקית,ר,משפחת השפתניים -,,"אינו זקוק לקיטומים, נשאר קומפקטי כל הקיץ",69a3fd158bb81b1a20423679,2026-03-01T08:47:17.622000,2026-03-01T08:47:17.622000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
סוף קיץ תחילת סתיו,1954,"הגבעולים סגולים שימוש כתבלין - העלים - למאכלי עגבניות, פיצות, בשרים וסלטים",זן גנני,צמח תבלין שיחני בצורת גביע,,"30 ס""מ",מהיר,לא,"""ריחן תימני""","50-40 ס""מ",ריחן הבזיל 'סיאם קווין',Ocimum basilicum 'Siam Queen',https://www.meltser.co.il/pics/plant-3619-1.jpg,עונתי קיץ,,צמחי תבלין וריח,בינונית-מרובה,כל אזורי הארץ,,,"גדולה יחסית (לריחן), בעלת טעם המשלב ריחן קינמוני וריחן בעל טעם של אניס",סגול עמוק,עלווה ארומטית,קרינת שמש ישירה או הצללה חלקית,ר,משפחת השפתניים -,,קיטומים תכופים במשך עונת הצימוח,69a3fd144f27b8dbcd2c5fa1,2026-03-01T08:47:16.849000,2026-03-01T08:47:16.849000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
קיץ,1953,"בעל גבעולים סגולים שימוש כתבלין - העלים - למאכלי עגבניות, פיצות, בשרים וסלטים",זן גנני,צמח תבלין שיחני בצורת גביע,,"30 ס""מ",מהיר,לא,"""ריחן קינמוני""","40-30 ס""מ",ריחן הבזיל סינמונט',Ocimum basilicum,https://www.meltser.co.il/pics/plant-4003-1.jpg,עונתי קיץ,,צמחי תבלין וריח,בינונית-מרובה,כל אזורי הארץ,,,"קישוטית, בגוון ירוק-זית עם עורקים סגולים, בטעם קינמון עם רמז לטעם ציפורן",ורוד,עלווה ריחנית,קרינת שמש ישירה או הצללה חלקית,ר,משפחת השפתניים -,,,69a3fd14fa15529a867e7329,2026-03-01T08:47:16.075000,2026-03-01T08:47:16.075000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
קיץ,1952,"בעל גבעולים סגולים שימוש כתבלין - העלים - למאכלי עגבניות, פיצות, בשרים וסלטים כצמח בושם משמש להבדלה",זן גנני,צמח תבלין שיחני בצורת גביע,,"30 ס""מ",מהיר,לא,"""ריחן תאילנדי""","40-35 ס""מ",ריחן הבזיל 'קווינט',Ocimum basilicum,https://www.meltser.co.il/pics/plant-3927-1.jpg,עונתי קיץ,,צמחי תבלין וריח,בינונית-מרובה,כל אזורי הארץ,,,קטנה בגוון ירוק-זית ומעט סגול עם ריח אניס,סגול ארגמני,עלווה ארומטית,קרינת שמש ישירה או הצללה חלקית,ר,משפחת השפתניים -,,,69a3fd130fa870a5ecc97a25,2026-03-01T08:47:15.307000,2026-03-01T08:47:15.307000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
בחורף ובאביב,1948,"אופי צימוח - שיח בצורת גביע, שענפיו שרביטיים, ירוקים ולא מעוצים נשיר קיץ",מדבריות סהרה וערב כולל ישראל,שיח בצורת גביע אוורירי,"פרפרנית, שופעת מאוד",2.5-2 מ',בינוני,כן,,3-1 מ',רותם המדבר,Retema raetam,https://www.meltser.co.il/pics/plant-3008-1.jpg,ירוק-עד,,שיחים,"מועטה, חסכוני במים אך נהנה מהשקיה רגילה",כל אזורי הארץ,"עמיד לשרב, לקרה, לגיר ולמליחות",,עלים קטנים לתקופה קצרה בסוף החורף,לבן,פריחה ריחנית,קרינת שמש ישירה,ר,משפחת הפרפרניים - Papilionaceae,מתאים לקו חוף שני,להמעיט ככל האפשר מגיזום,69a3fd12d3fce1f58390adee,2026-03-01T08:47:14.526000,2026-03-01T08:47:14.526000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
באביב ובקיץ,2866,הפרח נסגר אחרי הצהריים,הודו/ זנים גנניים,עונתי- קיצי,פרח מלא,"30-25 ס""מ",מהיר,לא,"""פורטולקה ר'ש""","15-10 ס""מ",רגלה מכלוא פרח מלא,Portulaca oleracea ',,רב-שנתי המשמש כעונתי-קיצי,,עונתיים של קיץ,"מועטה, חסכוני במים",כל אזורי הארץ,"עמיד לשרב, לגיר ומליחות",,"בשרנית, עגולה-שטוחה",שלל צבעים,,קרינת שמש ישירה,ר,משפחת הרגלתיים -,מתאים לקו חוף ראשון,,69a3fd11794ccebd371ced35,2026-03-01T08:47:13.767000,2026-03-01T08:47:13.767000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
"באביב, בקיץ ובסתיו",1907,הפרח נסגר אחרי הצהריים,זן גנני,עונתי- קיצי,פרח ריק גדול,"30-25 ס""מ",מהיר,לא,,"15-10 ס""מ משתרע",רגלה סדרת סמבה,Portulaca Samba series,https://www.meltser.co.il/pics/plant-3715-1.jpg,רב-שנתי המשמש כעונתי-קיצי,,עונתיים של קיץ,"מועטה, חסכוני במים",כל אזורי הארץ,"עמיד לשרב, לגיר ולמליחות",,"בשרנית, עגולה-שטוחה","סגול-לבן, סגול, לבן",,קרינת שמש ישירה,ר,משפחת הרגלתיים -,מתאים לקו חוף ראשון,,69a3fd1192a66a7058ef798b,2026-03-01T08:47:13,2026-03-01T08:47:13,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,1898,כעשב לתה נכנס לתרדמה בחורף ומתעורר באביב,"מאלזיה, סרילנקה",תבלינים,,,מהיר,לא,"לימונית, עשב הלימון","100-80 ס""מ",רב-זקן ('לימונית'),Cymbopogon citratus,,,,צמחי תבלין וריח,בינונית-מועטה,כל אזורי הארץ פרט להר הגבוה,רגיש לקרה,,"ארוכה, זקופה ירוק כהה-סגלגל ופניהם מחוספסים",,"ניחוח לימוני, עלווה ארומטית",,ר,משפחת הדגניים - Poaceae,,,69a3fd100fde9202a543630e,2026-03-01T08:47:12.227000,2026-03-01T08:47:12.227000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
"באביב, בקיץ ובסתיו",1854,"מטפס לא מעוצה, מתון ואיטי לאחר נשירת הפרחים הגביעים הסגולים נותרים על הצמח",סרילנקה,מטפס נכרך,תפרחת מכבדית,1.5 מ',בינוני,לא,,6-5 מ',קלרודנדרון x נאה,Clerodendrum x speciosum,https://www.meltser.co.il/pics/plant-3196-1.jpg,נשיר,,מטפסים,בינונית,כל אזורי הארץ פרט להר הגבוה ואזורים המועדים לקרה,"עמיד לשרב, לגיר ולמליחות נמוכה, רגיש לקרה",,"מקומטת, לבובה בירוק כהה",עלי הכותרת אדומים ועלי הגביע סגולים,פריחה מרהיבה,קרינת שמש ישירה והצללה חלקית,ק,משפחת הוורבניים - Verbenaceae,,גיזום בסוף החורף,69a3fd070558dc8c14646d37,2026-03-01T08:47:03.669000,2026-03-01T08:47:03.669000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
באביב ובקיץ,1851,מהפרח בולטים ארבעה אבקנים ארוכים וקשתיים הפריחה בקבוצות בקצות הענפים,אוגנדה עד זימבבויה,"שיח בינוני מתפשט, בעל ענפים קשתיים במקצת",פרח קטן דמוי פרפר,1.5 מ',מהיר,לא,,2-1.5 מ',קלרודנדרון אוגנדי,Clerodendrum ugandense,https://www.meltser.co.il/pics/plant-4308-1.jpg,נשיר מותנה,,שיחים,בינונית,כל אזורי הארץ פרט להר הגבוה,,,"ביצנית, משורית",שני צבעי כחול,פריחה מעניינת,קרינת שמש ישירה או הצללה חלקית,ק,משפחת הוורבניים - Verbenaceae,,"מגיב היטב לגיזום חריף, יכול לגדול בקרקע לא מנוקזת",69a3fd06c12bacccf344c47b,2026-03-01T08:47:02.951000,2026-03-01T08:47:02.951000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
